timestamp,user_id,event_type,resource,src_ip,status
2026-09-02T20:31:12.335669,user_13,logout,/api/data,10.0.0.2,success
2026-09-02T20:32:12.335669,user_18,read,/api/data,10.0.0.1,success
2026-09-02T20:35:12.335669,user_1,read,/api/profile,10.0.0.2,success
2026-09-02T20:40:12.335669,user_17,logout,/api/profile,10.0.1.50,success
2026-09-02T20:42:12.335669,user_8,logout,/api/profile,10.0.0.2,success
2026-09-02T20:49:12.335669,user_7,login,/api/profile,10.0.0.2,success
2026-09-02T20:57:12.335669,user_12,read,/api/profile,10.0.0.1,success
2026-09-02T21:00:12.335669,user_15,write,/api/data,10.0.1.50,success
2026-09-02T21:05:12.335669,user_1,write,/api/profile,10.0.0.1,success
2026-09-02T21:08:12.335669,user_18,read,/api/data,10.0.0.2,success
2026-09-02T21:16:12.335669,user_18,logout,/api/profile,10.0.1.50,success
2026-09-02T21:20:12.335669,user_6,write,/api/profile,10.0.1.50,success
2026-09-02T21:27:12.335669,user_6,write,/api/profile,10.0.1.50,success
2026-09-02T21:37:12.335669,user_3,write,/api/profile,10.0.1.50,success
2026-09-02T21:43:12.335669,user_1,write,/api/data,10.0.0.1,success
2026-09-02T21:50:12.335669,user_1,logout,/api/data,10.0.0.1,success
2026-09-02T21:54:12.335669,user_14,logout,/api/profile,10.0.0.1,success
2026-09-02T21:56:12.335669,user_15,read,/api/data,10.0.1.50,success
2026-09-02T22:02:12.335669,user_13,read,/api/profile,10.0.1.50,success
2026-09-02T22:10:12.335669,user_3,login,/api/profile,10.0.0.1,success
2026-09-02T22:17:12.335669,user_15,logout,/api/profile,10.0.0.2,success
2026-09-02T22:23:12.335669,user_12,write,/api/data,10.0.0.2,success
2026-09-02T22:24:12.335669,user_12,login,/api/profile,10.0.0.2,success
2026-09-02T22:29:12.335669,user_19,read,/api/profile,10.0.0.1,success
2026-09-02T22:31:12.335669,user_19,login,/api/data,10.0.0.2,success
2026-09-02T22:35:12.335669,user_4,read,/api/data,10.0.0.1,success
2026-09-02T22:36:12.335669,user_8,logout,/api/data,10.0.0.1,success
2026-09-02T22:43:12.335669,user_1,write,/api/data,10.0.0.2,success
2026-09-02T22:49:12.335669,user_18,read,/api/data,10.0.0.1,success
2026-09-02T22:57:12.335669,user_4,read,/api/profile,10.0.0.1,success
2026-09-02T22:59:12.335669,user_6,login,/api/profile,10.0.0.1,success
2026-09-02T23:03:12.335669,user_1,write,/api/profile,10.0.0.2,success
2026-09-02T23:10:12.335669,user_14,login,/api/profile,10.0.0.1,success
2026-09-02T23:20:12.335669,user_14,read,/api/profile,10.0.0.1,success
2026-09-02T23:26:12.335669,user_17,read,/api/data,10.0.1.50,success
2026-09-02T23:30:12.335669,user_7,logout,/api/data,10.0.0.1,success
2026-09-02T23:32:12.335669,user_11,login,/api/data,10.0.1.50,success
2026-09-02T23:41:12.335669,user_15,login,/api/profile,10.0.0.2,success
2026-09-02T23:45:12.335669,user_6,login,/api/data,10.0.0.1,success
2026-09-02T23:53:12.335669,user_8,logout,/api/profile,10.0.0.1,success
2026-09-02T23:59:12.335669,user_5,login,/api/data,10.0.0.2,success
2026-09-03T00:07:12.335669,user_2,logout,/api/profile,10.0.0.1,success
2026-09-03T00:12:12.335669,user_12,read,/api/data,10.0.1.50,success
2026-09-03T00:14:12.335669,user_11,read,/api/profile,10.0.0.2,success
2026-09-03T00:18:12.335669,user_18,read,/api/profile,10.0.0.1,success
2026-09-03T00:23:12.335669,user_10,read,/api/data,10.0.1.50,success
2026-09-03T00:28:12.335669,user_14,logout,/api/profile,10.0.0.1,success
2026-09-03T00:33:12.335669,user_13,read,/api/data,10.0.0.1,success
2026-09-03T00:34:12.335669,user_7,logout,/api/profile,10.0.0.2,success
2026-09-03T00:40:12.335669,user_11,write,/api/data,10.0.0.1,success
2026-09-03T00:50:12.335669,user_12,logout,/api/profile,10.0.0.2,success
2026-09-03T00:56:12.335669,user_4,login,/api/data,10.0.1.50,success
2026-09-03T01:02:12.335669,user_8,login,/api/profile,10.0.0.2,success
2026-09-03T01:08:12.335669,user_15,logout,/api/data,10.0.0.2,success
2026-09-03T01:12:12.335669,user_10,write,/api/profile,10.0.0.2,success
2026-09-03T01:22:12.335669,user_13,read,/api/profile,10.0.1.50,success
2026-09-03T01:26:12.335669,user_9,write,/api/profile,10.0.0.1,success
2026-09-03T01:30:12.335669,user_13,logout,/api/profile,10.0.0.2,success
2026-09-03T01:37:12.335669,user_7,logout,/api/data,10.0.1.50,success
2026-09-03T01:44:12.335669,user_18,logout,/api/profile,10.0.0.2,success
2026-09-03T01:52:12.335669,user_3,read,/api/data,10.0.1.50,success
2026-09-03T01:55:12.335669,user_9,logout,/api/data,10.0.1.50,success
2026-09-03T01:58:12.335669,user_10,read,/api/profile,10.0.0.2,success
2026-09-03T02:01:12.335669,user_11,write,/api/data,10.0.0.2,failed
2026-09-03T02:09:12.335669,user_9,write,/api/profile,10.0.0.2,success
2026-09-03T02:17:12.335669,user_9,login,/api/data,10.0.0.2,success
2026-09-03T02:24:12.335669,user_13,login,/api/data,10.0.0.2,success
2026-09-03T02:29:12.335669,user_10,logout,/api/data,10.0.0.1,success
2026-09-03T02:35:12.335669,user_7,logout,/api/profile,10.0.0.1,success
2026-09-03T02:44:12.335669,user_1,logout,/api/data,10.0.0.2,success
2026-09-03T02:45:12.335669,user_18,login,/api/profile,10.0.0.1,success
2026-09-03T02:51:12.335669,user_7,write,/api/profile,10.0.0.1,success
2026-09-03T02:57:12.335669,user_12,logout,/api/profile,10.0.1.50,success
2026-09-03T03:01:12.335669,user_15,write,/api/data,10.0.0.2,success
2026-09-03T03:04:12.335669,user_10,write,/api/data,10.0.1.50,success
2026-09-03T03:09:12.335669,user_10,logout,/api/profile,10.0.0.1,success
2026-09-03T03:16:12.335669,user_14,logout,/api/profile,10.0.0.1,success
2026-09-03T03:26:12.335669,user_2,logout,/api/profile,10.0.0.2,success
2026-09-03T03:33:12.335669,user_12,logout,/api/profile,10.0.1.50,success
2026-09-03T03:34:12.335669,user_15,write,/api/profile,10.0.0.2,success
2026-09-03T03:42:12.335669,user_18,read,/api/profile,10.0.0.2,success
2026-09-03T03:47:12.335669,user_14,read,/api/profile,10.0.0.2,success
2026-09-03T03:52:12.335669,user_5,login,/api/profile,10.0.0.2,success
2026-09-03T03:55:12.335669,user_4,read,/api/data,10.0.0.1,success
2026-09-03T03:56:12.335669,user_9,logout,/api/profile,10.0.0.1,success
2026-09-03T04:04:12.335669,user_15,logout,/api/data,10.0.0.2,success
2026-09-03T04:13:12.335669,user_19,logout,/api/profile,10.0.0.1,success
2026-09-03T04:20:12.335669,user_9,read,/api/data,10.0.0.1,success
2026-09-03T04:23:12.335669,user_4,login,/api/profile,10.0.0.2,success
2026-09-03T04:27:12.335669,user_19,logout,/api/data,10.0.0.2,success
2026-09-03T04:29:12.335669,user_6,write,/api/profile,10.0.0.2,success
2026-09-03T04:33:12.335669,user_7,read,/api/data,10.0.0.2,success
2026-09-03T04:34:12.335669,user_14,login,/api/data,10.0.0.2,success
2026-09-03T04:39:12.335669,user_8,logout,/api/data,10.0.0.1,success
2026-09-03T04:40:12.335669,user_20,read,/api/profile,10.0.1.50,success
2026-09-03T04:49:12.335669,user_13,read,/api/data,10.0.1.50,success
2026-09-03T04:59:12.335669,user_2,login,/api/data,10.0.0.1,success
2026-09-03T05:03:12.335669,user_7,read,/api/profile,10.0.1.50,success
2026-09-03T05:11:12.335669,user_9,login,/api/profile,10.0.0.2,success
2026-09-03T05:21:12.335669,user_6,read,/api/data,10.0.1.50,success
2026-09-03T05:29:12.335669,user_5,logout,/api/profile,10.0.0.2,success
2026-09-03T05:39:12.335669,user_17,write,/api/profile,10.0.0.1,success
2026-09-03T05:47:12.335669,user_8,read,/api/profile,10.0.1.50,success
2026-09-03T05:57:12.335669,user_17,write,/api/profile,10.0.0.1,success
2026-09-03T06:06:12.335669,user_11,login,/api/profile,10.0.0.1,success
2026-09-03T06:15:12.335669,user_18,read,/api/data,10.0.1.50,success
2026-09-03T06:16:12.335669,user_15,write,/api/data,10.0.0.1,success
2026-09-03T06:24:12.335669,user_1,logout,/api/data,10.0.1.50,success
2026-09-03T06:28:12.335669,user_2,logout,/api/data,10.0.1.50,success
2026-09-03T06:34:12.335669,user_1,login,/api/data,10.0.1.50,success
2026-09-03T06:35:12.335669,user_17,write,/api/data,10.0.0.1,success
2026-09-03T06:42:12.335669,user_18,logout,/api/data,10.0.0.1,success
2026-09-03T06:48:12.335669,user_12,login,/api/data,10.0.0.1,success
2026-09-03T06:56:12.335669,user_20,read,/api/data,10.0.1.50,success
2026-09-03T07:00:12.335669,user_11,write,/api/data,10.0.0.2,success
2026-09-03T07:03:12.335669,user_5,read,/api/data,10.0.0.1,success
2026-09-03T07:07:12.335669,user_5,read,/api/profile,10.0.0.1,success
2026-09-03T07:15:12.335669,user_8,logout,/api/profile,10.0.1.50,success
2026-09-03T07:25:12.335669,user_18,write,/api/data,10.0.0.1,success
2026-09-03T07:30:12.335669,user_5,write,/api/profile,10.0.0.1,success
2026-09-03T07:33:12.335669,user_5,logout,/api/profile,10.0.0.2,success
2026-09-03T07:36:12.335669,user_13,login,/api/data,10.0.0.2,success
2026-09-03T07:43:12.335669,user_14,read,/api/profile,10.0.0.2,success
2026-09-03T07:49:12.335669,user_16,write,/api/data,10.0.0.1,success
2026-09-03T07:52:12.335669,user_5,write,/api/data,10.0.0.2,success
2026-09-03T07:58:12.335669,user_9,login,/api/profile,10.0.1.50,success
2026-09-03T08:03:12.335669,user_16,write,/api/profile,10.0.0.1,success
2026-09-03T08:10:12.335669,user_14,logout,/api/data,10.0.1.50,success
2026-09-03T08:16:12.335669,user_2,write,/api/profile,10.0.1.50,success
2026-09-03T08:26:12.335669,user_4,login,/api/data,10.0.0.1,success
2026-09-03T08:30:12.335669,user_18,write,/api/data,10.0.1.50,success
2026-09-03T08:34:12.335669,user_5,logout,/api/data,10.0.0.1,success
2026-09-03T08:35:12.335669,user_15,logout,/api/profile,10.0.0.1,success
2026-09-03T08:44:12.335669,user_3,read,/api/profile,10.0.1.50,success
2026-09-03T08:47:12.335669,user_15,login,/api/data,10.0.0.2,success
2026-09-03T08:48:12.335669,user_9,read,/api/profile,10.0.0.2,success
2026-09-03T08:49:12.335669,user_5,read,/api/profile,10.0.1.50,success
2026-09-03T08:51:12.335669,user_18,logout,/api/profile,10.0.0.1,success
2026-09-03T08:55:12.335669,user_16,write,/api/data,10.0.1.50,success
2026-09-03T09:02:12.335669,user_10,login,/api/data,10.0.1.50,success
2026-09-03T09:04:12.335669,user_4,logout,/api/data,10.0.1.50,success
2026-09-03T09:09:12.335669,user_4,read,/api/data,10.0.1.50,success
2026-09-03T09:11:12.335669,user_1,write,/api/data,10.0.0.1,success
2026-09-03T09:16:12.335669,user_10,login,/api/data,10.0.1.50,success
2026-09-03T09:25:12.335669,user_2,logout,/api/profile,10.0.1.50,failed
2026-09-03T09:28:12.335669,user_15,read,/api/profile,10.0.0.2,success
2026-09-03T09:30:12.335669,user_14,login,/api/profile,10.0.1.50,success
2026-09-03T09:31:12.335669,user_1,login,/api/data,10.0.0.2,success
2026-09-03T09:37:12.335669,user_10,write,/api/profile,10.0.0.2,success
2026-09-03T09:40:12.335669,user_9,write,/api/profile,10.0.0.2,success
2026-09-03T09:41:12.335669,user_14,write,/api/profile,10.0.1.50,success
2026-09-03T09:43:12.335669,user_4,login,/api/data,10.0.0.1,success
2026-09-03T09:47:12.335669,user_12,read,/api/data,10.0.0.1,success
2026-09-03T09:53:12.335669,user_5,login,/api/profile,10.0.0.1,success
2026-09-03T09:54:12.335669,user_18,write,/api/data,10.0.1.50,success
2026-09-03T09:58:12.335669,user_17,logout,/api/data,10.0.0.1,success
2026-09-03T10:08:12.335669,user_10,write,/api/profile,10.0.0.1,success
2026-09-03T10:09:12.335669,user_1,login,/api/profile,10.0.0.2,success
2026-09-03T10:16:12.335669,user_10,read,/api/data,10.0.0.1,success
2026-09-03T10:23:12.335669,user_6,write,/api/profile,10.0.0.2,success
2026-09-03T10:30:12.335669,user_15,read,/api/profile,10.0.1.50,success
2026-09-03T10:37:12.335669,user_14,write,/api/profile,10.0.0.1,success
2026-09-03T10:42:12.335669,user_19,logout,/api/data,10.0.1.50,success
2026-09-03T10:49:12.335669,user_5,read,/api/profile,10.0.1.50,failed
2026-09-03T10:55:12.335669,user_15,write,/api/profile,10.0.0.1,success
2026-09-03T11:05:12.335669,user_12,read,/api/profile,10.0.0.1,success
2026-09-03T11:06:12.335669,user_3,read,/api/profile,10.0.0.2,success
2026-09-03T11:14:12.335669,user_1,logout,/api/profile,10.0.1.50,success
2026-09-03T11:22:12.335669,user_13,logout,/api/data,10.0.1.50,success
2026-09-03T11:29:12.335669,user_20,write,/api/profile,10.0.0.1,success
2026-09-03T11:32:12.335669,user_3,logout,/api/data,10.0.1.50,success
2026-09-03T11:37:12.335669,user_6,logout,/api/data,10.0.1.50,success
2026-09-03T11:38:12.335669,user_17,read,/api/profile,10.0.0.2,success
2026-09-03T11:47:12.335669,user_14,write,/api/profile,10.0.0.2,success
2026-09-03T11:51:12.335669,user_1,read,/api/data,10.0.0.1,success
2026-09-03T12:00:12.335669,user_6,read,/api/profile,10.0.1.50,success
2026-09-03T12:08:12.335669,user_11,read,/api/profile,10.0.0.2,success
2026-09-03T12:13:12.335669,user_16,logout,/api/data,10.0.0.1,success
2026-09-03T12:22:12.335669,user_18,login,/api/profile,10.0.0.1,success
2026-09-03T12:31:12.335669,user_11,logout,/api/data,10.0.0.2,success
2026-09-03T12:36:12.335669,user_6,login,/api/profile,10.0.1.50,success
2026-09-03T12:42:12.335669,user_12,logout,/api/data,10.0.0.1,success
2026-09-03T12:52:12.335669,user_10,logout,/api/data,10.0.0.2,success
2026-09-03T12:59:12.335669,user_2,login,/api/data,10.0.0.2,success
2026-09-03T13:07:12.335669,user_11,read,/api/profile,10.0.1.50,success
2026-09-03T13:09:12.335669,user_2,read,/api/profile,10.0.1.50,success
2026-09-03T13:13:12.335669,user_18,logout,/api/data,10.0.1.50,success
2026-09-03T13:14:12.335669,user_17,login,/api/profile,10.0.1.50,success
2026-09-03T13:17:12.335669,user_1,login,/api/profile,10.0.0.2,success
2026-09-03T13:18:12.335669,user_12,login,/api/data,10.0.0.2,success
2026-09-03T13:19:12.335669,user_9,logout,/api/profile,10.0.0.1,success
2026-09-03T13:24:12.335669,user_13,login,/api/data,10.0.1.50,success
2026-09-03T13:26:12.335669,user_9,login,/api/data,10.0.0.2,success
2026-09-03T13:27:12.335669,user_19,login,/api/data,10.0.1.50,success
2026-09-03T13:31:12.335669,user_1,logout,/api/profile,10.0.1.50,success
2026-09-03T13:36:12.335669,user_7,write,/api/data,10.0.1.50,success
2026-09-03T13:45:12.335669,user_11,write,/api/data,10.0.0.2,success
2026-09-03T13:51:12.335669,user_4,read,/api/profile,10.0.1.50,success
2026-09-03T13:52:12.335669,user_6,write,/api/data,10.0.1.50,success
2026-09-03T13:58:12.335669,user_19,write,/api/profile,10.0.0.1,success
2026-09-03T14:02:12.335669,user_20,write,/api/profile,10.0.0.1,success
2026-09-03T14:07:12.335669,user_6,write,/api/data,10.0.0.1,success
2026-09-03T14:13:12.335669,user_7,logout,/api/data,10.0.0.1,success
2026-09-03T14:17:12.335669,user_3,logout,/api/profile,10.0.1.50,success
2026-09-03T14:26:12.335669,user_16,read,/api/data,10.0.0.1,success
2026-09-03T14:34:12.335669,user_15,write,/api/profile,10.0.0.1,success
2026-09-03T14:44:12.335669,user_16,read,/api/data,10.0.1.50,success
2026-09-03T14:52:12.335669,user_10,logout,/api/profile,10.0.0.1,success
2026-09-03T14:58:12.335669,user_2,logout,/api/profile,10.0.1.50,success
2026-09-03T15:00:12.335669,user_15,logout,/api/data,10.0.0.1,success
2026-09-03T15:10:12.335669,user_4,login,/api/profile,10.0.1.50,success
2026-09-03T15:15:12.335669,user_8,read,/api/data,10.0.0.1,success
2026-09-03T15:18:12.335669,user_20,read,/api/data,10.0.0.1,success
2026-09-03T15:19:12.335669,user_20,logout,/api/data,10.0.1.50,failed
2026-09-03T15:25:12.335669,user_10,write,/api/data,10.0.0.1,success
2026-09-03T15:29:12.335669,user_10,login,/api/profile,10.0.0.1,success
2026-09-03T15:32:12.335669,user_18,login,/api/profile,10.0.1.50,success
2026-09-03T15:39:12.335669,user_2,read,/api/data,10.0.0.2,success
2026-09-03T15:49:12.335669,user_brute,login,/api/login,10.0.0.99,failed
2026-09-03T15:49:12.335669,user_17,login,/api/profile,10.0.0.2,success
2026-09-03T15:50:12.335669,user_brute,login,/api/login,10.0.0.99,failed
2026-09-03T15:50:12.335669,user_18,read,/api/data,10.0.0.1,failed
2026-09-03T15:51:12.335669,user_brute,login,/api/login,10.0.0.99,failed
2026-09-03T15:52:12.335669,user_brute,login,/api/login,10.0.0.99,failed
2026-09-03T15:53:12.335669,user_brute,login,/api/login,10.0.0.99,failed
2026-09-03T15:54:12.335669,user_brute,login,/api/login,10.0.0.99,failed
2026-09-03T15:57:12.335669,user_20,read,/api/data,10.0.0.1,success
2026-09-03T16:03:12.335669,user_19,write,/api/profile,10.0.0.2,success
2026-09-03T16:06:12.335669,user_10,login,/api/data,10.0.0.1,success
2026-09-03T16:13:12.335669,user_12,login,/api/profile,10.0.1.50,success
2026-09-03T16:16:12.335669,user_4,read,/api/profile,10.0.0.2,success
2026-09-03T16:17:12.335669,user_7,logout,/api/profile,10.0.0.2,success
2026-09-03T16:24:12.335669,user_6,logout,/api/data,10.0.0.1,success
2026-09-03T16:27:12.335669,user_7,read,/api/profile,10.0.0.2,success
2026-09-03T16:30:12.335669,user_7,write,/api/profile,10.0.0.2,success
2026-09-03T16:39:12.335669,user_5,read,/api/data,10.0.0.2,success
2026-09-03T16:49:12.335669,user_4,write,/api/data,10.0.1.50,success
2026-09-03T16:58:12.335669,user_10,login,/api/data,10.0.1.50,success
2026-09-03T17:02:12.335669,user_8,logout,/api/data,10.0.1.50,success
2026-09-03T17:04:12.335669,user_17,write,/api/profile,10.0.0.2,success
2026-09-03T17:06:12.335669,user_18,logout,/api/profile,10.0.0.2,success
2026-09-03T17:16:12.335669,user_8,logout,/api/profile,10.0.0.2,success
2026-09-03T17:18:12.335669,user_15,write,/api/data,10.0.0.1,success
2026-09-03T17:19:12.335669,user_13,write,/api/data,10.0.0.2,success
2026-09-03T17:26:12.335669,user_15,write,/api/data,10.0.1.50,success
2026-09-03T17:35:12.335669,user_10,write,/api/profile,10.0.1.50,success
2026-09-03T17:36:12.335669,user_4,read,/api/profile,10.0.0.2,success
2026-09-03T17:42:12.335669,user_13,read,/api/data,10.0.0.1,success
2026-09-03T17:45:12.335669,user_10,write,/api/data,10.0.0.1,success
2026-09-03T17:47:12.335669,user_14,logout,/api/profile,10.0.0.2,success
2026-09-03T17:50:12.335669,user_9,login,/api/data,10.0.0.2,success
2026-09-03T17:54:12.335669,user_15,logout,/api/data,10.0.1.50,success
2026-09-03T17:56:12.335669,user_17,logout,/api/data,10.0.1.50,failed
2026-09-03T18:03:12.335669,user_13,login,/api/profile,10.0.1.50,success
2026-09-03T18:04:12.335669,user_7,login,/api/profile,10.0.0.2,success
2026-09-03T18:13:12.335669,user_13,write,/api/data,10.0.0.1,success
2026-09-03T18:21:12.335669,user_10,logout,/api/data,10.0.1.50,success
2026-09-03T18:22:12.335669,user_7,login,/api/profile,10.0.1.50,success
2026-09-03T18:25:12.335669,user_16,read,/api/data,10.0.0.1,success
2026-09-03T18:26:12.335669,user_20,write,/api/data,10.0.1.50,success
2026-09-03T18:28:12.335669,user_20,logout,/api/data,10.0.0.1,success
2026-09-03T18:38:12.335669,user_20,login,/api/profile,10.0.1.50,success
2026-09-03T18:42:12.335669,user_2,logout,/api/profile,10.0.1.50,success
2026-09-03T18:48:12.335669,user_19,write,/api/data,10.0.0.1,success
2026-09-03T18:52:12.335669,user_12,read,/api/profile,10.0.0.1,success
2026-09-03T18:54:12.335669,user_11,read,/api/data,10.0.1.50,success
2026-09-03T18:59:12.335669,user_17,read,/api/profile,10.0.0.1,success
2026-09-03T19:09:12.335669,user_1,logout,/api/data,10.0.0.2,success
2026-09-03T19:16:12.335669,user_1,login,/api/profile,10.0.1.50,success
2026-09-03T19:17:12.335669,user_12,write,/api/data,10.0.0.1,success
2026-09-03T19:22:12.335669,user_7,write,/api/data,10.0.0.1,success
2026-09-03T19:28:12.335669,user_8,read,/api/profile,10.0.1.50,success
2026-09-03T19:35:12.335669,user_8,read,/api/profile,10.0.0.2,success
2026-09-03T19:38:12.335669,user_5,write,/api/profile,10.0.0.2,success
2026-09-03T19:42:12.335669,user_12,login,/api/profile,10.0.1.50,success
2026-09-03T19:44:12.335669,user_2,read,/api/profile,10.0.1.50,success
2026-09-03T19:48:12.335669,user_16,read,/api/profile,10.0.1.50,success
2026-09-03T19:51:12.335669,user_14,write,/api/profile,10.0.1.50,success
2026-09-03T19:57:12.335669,user_6,write,/api/data,10.0.1.50,success
2026-09-03T19:58:12.335669,user_1,write,/api/data,10.0.0.1,success
2026-09-03T20:08:12.335669,user_13,read,/api/profile,10.0.1.50,success
2026-09-03T20:09:12.335669,user_19,read,/api/profile,10.0.0.1,success
2026-09-03T20:10:12.335669,user_2,login,/api/data,10.0.1.50,success
2026-09-03T20:14:12.335669,user_2,logout,/api/data,10.0.1.50,success
2026-09-03T20:20:12.335669,user_8,login,/api/profile,10.0.0.2,success
2026-09-03T20:28:12.335669,user_13,write,/api/profile,10.0.0.2,success
2026-09-03T20:37:12.335669,user_8,login,/api/profile,10.0.0.1,success
2026-09-03T20:39:12.335669,user_16,read,/api/profile,10.0.1.50,success
2026-09-03T20:44:12.335669,user_9,logout,/api/data,10.0.1.50,success
2026-09-03T20:54:12.335669,user_5,write,/api/profile,10.0.1.50,success
2026-09-03T21:02:12.335669,user_7,read,/api/data,10.0.1.50,success
2026-09-03T21:03:12.335669,user_13,read,/api/profile,10.0.0.2,success
2026-09-03T21:08:12.335669,user_8,write,/api/data,10.0.0.1,success
2026-09-03T21:12:12.335669,user_18,read,/api/data,10.0.1.50,success
2026-09-03T21:13:12.335669,user_17,login,/api/data,10.0.0.2,success
2026-09-03T21:18:12.335669,user_13,login,/api/data,10.0.1.50,success
2026-09-03T21:21:12.335669,user_17,write,/api/profile,10.0.0.2,success
2026-09-03T21:26:12.335669,user_13,read,/api/profile,10.0.1.50,success
2026-09-03T21:36:12.335669,user_9,logout,/api/profile,10.0.1.50,success
2026-09-03T21:44:12.335669,user_18,logout,/api/profile,10.0.1.50,success
2026-09-03T21:51:12.335669,user_20,write,/api/data,10.0.0.2,success
2026-09-03T21:59:12.335669,user_8,login,/api/profile,10.0.0.1,success
2026-09-03T22:09:12.335669,user_12,login,/api/profile,10.0.0.2,success
2026-09-03T22:15:12.335669,user_1,logout,/api/data,10.0.0.2,success
2026-09-03T22:24:12.335669,user_15,read,/api/profile,10.0.0.2,success
2026-09-03T22:34:12.335669,user_19,write,/api/profile,10.0.1.50,success
2026-09-03T22:38:12.335669,user_2,login,/api/profile,10.0.0.1,success
2026-09-03T22:40:12.335669,user_13,read,/api/data,10.0.0.2,failed
2026-09-03T22:49:12.335669,user_1,logout,/api/data,10.0.0.2,success
2026-09-03T22:53:12.335669,user_8,write,/api/data,10.0.0.1,success
2026-09-03T22:56:12.335669,user_12,logout,/api/data,10.0.0.1,success
2026-09-03T22:58:12.335669,user_2,logout,/api/data,10.0.0.2,success
2026-09-03T22:59:12.335669,user_12,login,/api/profile,10.0.0.1,success
2026-09-03T23:04:12.335669,user_8,login,/api/profile,10.0.1.50,success
2026-09-03T23:11:12.335669,user_20,login,/api/profile,10.0.1.50,success
